HON,length,start,end,hits,distance
materialA150,0.0,138.59,138.59,1,65.867
streetLight2 (38),0.0,138.601,138.601,1,19.409
Terrain,0.011,138.612,138.623,2,38.332
PlantPot_A (6),1.488,138.635,140.123,135,4.421
Terrain,0.111,140.322,140.433,11,15.582
store2,0.0,140.444,140.444,1,18.721
Terrain,0.112,140.455,140.567,11,13.246
store2,0.045,140.578,140.623,5,13.768
Terrain,0.0,140.634,140.634,1,11.581
store2,0.0,140.645,140.645,1,14.082
PlantPot_A (6),1.945,140.944,142.889,155,2.095
Terrain,0.122,142.9,143.022,12,4.614
PlantPot_A (6),0.321,143.033,143.354,30,1.704
Terrain,0.257,143.365,143.622,24,20.002
hydrant01,0.0,143.633,143.633,1,13.483
Terrain,0.0,143.644,143.644,1,11.663
hydrant01,0.0,143.655,143.655,1,13.447
Terrain,0.434,143.666,144.1,40,11.589
store2,0.333,144.111,144.444,31,8.52
retirementHome1,0.0,144.633,144.633,1,155.474
baum ld0(enhanced),0.0,144.655,144.655,1,53.654
Combined_apartment2 (2),0.0,144.666,144.666,1,209.225
baum ld0(enhanced),0.011,145.309,145.32,2,60.411
PlantPot_A (11),0.0,145.331,145.331,1,15.862
metalBench,0.045,145.342,145.387,5,12.058
PlantPot_A (11),0.011,145.398,145.409,2,15.785
metalBench,0.0,145.42,145.42,1,13.296
PlantPot_A (11),0.0,145.431,145.431,1,15.69
metalBench,0.023,145.442,145.465,3,12.7
PlantPot_A (11),0.0,145.476,145.476,1,15.61
metalBench,0.045,145.487,145.532,5,12.371
Terrain,0.011,145.543,145.554,2,26.936
SingleZebraPrefab,0.0,145.565,145.565,1,31.206
Terrain,0.011,145.576,145.587,2,29.313
Sitting_NPC (412),0.0,145.598,145.598,1,8.075
Terrain,0.011,145.609,145.62,2,30.064
SingleZebraPrefab,0.0,145.632,145.632,1,31.111
face_412,0.076,145.643,145.719,8,7.934
Sitting_NPC (412),0.011,145.731,145.742,2,7.805
face_412,0.0,145.753,145.753,1,7.843
Sitting_NPC (412),0.0,145.764,145.764,1,7.838
metalBench (1),0.0,145.775,145.775,1,8.448
Bush_qilgP2_6x6x4_PF (23),0.0,145.787,145.787,1,55.736
baum ld1(enhanced),0.056,146.097,146.153,6,37.359
House_2,0.0,146.164,146.164,1,84.188
baum ld1(enhanced),0.011,146.176,146.187,2,38.015
House_2,0.0,146.198,146.198,1,85.193
baum ld1(enhanced),0.011,146.209,146.22,2,38.278
House_2,0.022,146.231,146.253,3,84.617
baum ld1(enhanced),0.012,146.264,146.276,2,38.037
House_2,0.0,146.287,146.287,1,84.717
baum ld1(enhanced),0.0,146.298,146.298,1,38.328
House_2,0.0,146.309,146.309,1,84.934
baum ld1(enhanced),0.1,146.32,146.42,10,37.842
House_2,0.0,146.431,146.431,1,84.151
PlantPot_A (5),0.278,146.442,146.72,26,36.602
streetLight2 (38),0.0,146.731,146.731,1,13.133
Bush_qilgP2_6x6x4_PF (53),0.034,146.742,146.776,4,61.116
PlantPot_A (5),0.0,146.787,146.787,1,36.932
Bush_qilgP2_6x6x4_PF (53),0.223,146.798,147.021,21,61.133
New_NPC (74)(Clone),0.0,147.031,147.031,1,33.465
Bush_qilgP2_6x6x4_PF (53),0.0,147.042,147.042,1,61.241
face_74,0.0,147.053,147.053,1,33.551
New_NPC (74)(Clone),0.012,147.064,147.076,2,33.489
face_74,0.023,147.086,147.109,3,33.506
New_NPC (74)(Clone),0.399,147.12,147.519,37,33.389
Bush_qilgP2_6x6x4_PF (51),0.011,147.53,147.541,2,62.344
Bush_b1_4x4x4_PF_baked_single (1),0.0,147.552,147.552,1,61.067
Bush_qilgP2_6x6x4_PF (51),0.011,147.563,147.574,2,62.317
Bush_b1_4x4x4_PF_baked_single (1),0.066,147.586,147.652,7,61.058
Bush_qilgP2_6x6x4_PF (51),0.057,147.663,147.72,6,62.396
Bush_b1_4x4x4_PF_baked_single (1),0.0,147.731,147.731,1,60.759
trashcan_squarePrefab,0.111,147.742,147.853,11,36.075
PlantPot_A (5),0.0,147.864,147.864,1,35.911
materialC150,0.0,147.875,147.875,1,56.682
powerCabinet,0.0,147.886,147.886,1,49.578
Park_Corner_A (2),0.0,147.898,147.898,1,66.01
Terrain,0.012,147.908,147.92,2,22.718
Bush_qilgP2_6x6x4_PF (16),0.0,148.153,148.153,1,61.648
Terrain,0.01,148.164,148.174,2,27.861
DmaterialC150,0.0,148.186,148.186,1,43.484
SingleZebraPrefab,0.011,148.197,148.208,2,35.466
Terrain,0.0,148.22,148.22,1,28.236
SingleZebraPrefab,0.011,148.231,148.242,2,34.707
Terrain,0.0,148.252,148.252,1,28.996
SingleZebraPrefab,0.011,148.263,148.274,2,35.987
Terrain,0.011,148.286,148.297,2,22.504
metalBench (1),0.055,148.308,148.363,6,5.68
Terrain,0.023,148.374,148.397,3,21.677
metalBench (1),0.0,148.408,148.408,1,6.207
Terrain,0.044,148.419,148.463,5,21.685
Sitting_NPC (412),0.0,148.475,148.475,1,5.539
face_412,0.034,148.485,148.519,4,5.435
Terrain,0.0,148.53,148.53,1,20.408
Sitting_NPC (412),0.0,148.541,148.541,1,5.407
face_412,0.034,148.552,148.586,4,5.321
Sitting_NPC (412),0.0,148.597,148.597,1,5.305
metalBench,0.011,148.608,148.619,2,8.876
PlantPot_A (11),0.022,148.63,148.652,3,12.879
Terrain,0.012,148.663,148.675,2,22.169
SingleZebraPrefab,0.078,148.686,148.764,8,36.071
Park_Streight (3),0.0,148.775,148.775,1,40.169
SingleZebraPrefab,0.0,148.786,148.786,1,28.138
Terrain,0.045,148.797,148.842,5,23.88
SingleZebraPrefab,0.012,148.852,148.864,2,32.748
Busstop (1),0.0,148.875,148.875,1,86.944
StreetBox01,0.0,148.886,148.886,1,27.229
Busstop (1),0.033,148.897,148.93,4,86.903
B39,0.011,148.941,148.952,2,113.088
StreetBox01,0.134,148.963,149.097,13,26.984
Busstop (1),0.077,149.108,149.185,8,86.521
streetLight01,0.0,149.197,149.197,1,54.553
StreetBox01,0.011,149.208,149.219,2,26.712
baum ld0(enhanced),0.022,149.23,149.252,3,49.411
StreetBox01,0.0,149.263,149.263,1,26.59
sidewalkPost02,0.0,149.274,149.274,1,73.878
Bush_qilgP2_6x6x4_PF (5),0.0,149.285,149.285,1,63.625
streetLight2 (9),0.0,149.297,149.297,1,39.184
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,149.308,149.308,1,56.752
Park_Corner_A (3),0.0,149.319,149.319,1,49.522
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,149.33,149.33,1,56.62
Park_Corner_A (3),0.0,149.341,149.341,1,50.798
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,149.352,149.352,1,56.594
Park_Corner_A (3),0.0,149.363,149.363,1,54.569
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.034,149.374,149.408,4,56.652
NewsBoard (1),0.0,149.42,149.42,1,76.208
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,149.43,149.43,1,56.928
NewsBoard (1),0.144,149.442,149.586,14,76.245
Park_Corner_A (3),0.012,149.597,149.609,2,52.594
newspaperBundle02 (8),0.012,149.619,149.631,2,70.036
newspaperBundle02 (7),0.022,149.642,149.664,3,69.973
NewsBoard (1),0.334,149.675,150.009,31,75.637
Combined_apartment1 (1),0.0,150.02,150.02,1,100.609
New_NPC (100)(Clone),0.012,150.03,150.042,2,84.332
New_NPC (98)(Clone),0.011,150.053,150.064,2,73.782
New_NPC (100)(Clone),0.0,150.075,150.075,1,84.207
New_NPC (98)(Clone),0.078,150.086,150.164,8,73.533
New_NPC (100)(Clone),0.011,150.175,150.186,2,84.216
New_NPC (98)(Clone),0.0,150.197,150.197,1,73.331
Combined_apartment1 (1),0.033,150.208,150.241,4,98.229
New_NPC (98)(Clone),0.145,150.252,150.397,14,72.758
Combined_apartment1 (1),0.055,150.408,150.463,6,97.452
New_NPC (98)(Clone),0.022,150.475,150.497,3,72.217
Combined_apartment1 (1),0.01,150.509,150.519,2,97.209
New_NPC (98)(Clone),0.0,150.53,150.53,1,72.093
Combined_apartment1 (1),0.011,150.542,150.553,2,97.201
baum ld0(enhanced),0.0,150.564,150.564,1,45.12
Bush_qilgP2_6x6x4_PF (5),0.0,150.575,150.575,1,61.704
phoneBooth,0.0,150.586,150.586,1,85.496
B39,0.0,150.597,150.597,1,109.469
baum ld0(enhanced),0.0,150.608,150.608,1,39.984
baum ld0 mobile (3),0.289,150.619,150.908,27,50.044
baum ld0(enhanced),0.0,150.918,150.918,1,39.514
Park_Streight (3),0.0,150.93,150.93,1,39.811
SingleZebraPrefab,0.067,150.941,151.008,7,32.072
Park_Streight (3),0.0,151.018,151.018,1,36.575
SingleZebraPrefab,0.0,151.029,151.029,1,32.169
Park_Streight (3),0.033,151.041,151.074,4,36.493
SingleZebraPrefab,0.0,151.085,151.085,1,36.051
Park_Streight (3),0.078,151.096,151.174,8,36.313
SingleZebraPrefab,0.0,151.185,151.185,1,36.109
baum ld0(enhanced),0.012,151.197,151.209,2,42.291
retirementHome1,0.0,151.219,151.219,1,142.706
streetLight2 (11),0.089,151.229,151.318,9,24.336
retirementHome1,0.033,151.329,151.362,4,142.474
streetLight2 (11),0.0,151.373,151.373,1,24.152
retirementHome1,0.0,151.384,151.384,1,142.435
baum ld0(enhanced),0.0,151.396,151.396,1,58.77
retirementHome1,0.088,151.407,151.495,9,142.274
streetLight2 (11),0.0,151.507,151.507,1,23.91
retirementHome1,0.011,151.518,151.529,2,142.093
streetLight2 (11),0.022,151.54,151.562,3,23.829
retirementHome1,0.0,151.573,151.573,1,142.034
streetLight2 (11),0.044,151.585,151.629,5,23.731
retirementHome1,0.199,151.639,151.838,19,141.762
Pedestrian Crossing (1),0.0,151.849,151.849,1,24.217
Park_Streight (3),0.0,151.861,151.861,1,34.712
PlantPot_A (11),0.044,151.872,151.916,5,7.689
Terrain,0.0,151.928,151.928,1,7.712
PlantPot_A (11),0.213,151.938,152.151,20,7.594
Terrain,0.0,152.162,152.162,1,7.445
PlantPot_A (11),0.046,152.173,152.219,5,7.368
Terrain,0.233,152.229,152.462,22,10.065
SingleZebraPrefab,0.0,152.473,152.473,1,21.946
Park_Corner_A (1),0.0,152.484,152.484,1,59.169
materialA150,0.0,152.673,152.673,1,56.438
materialD150,0.0,152.684,152.684,1,41.436
materialA150,0.056,152.695,152.751,6,36.497
materialC150,0.0,152.762,152.762,1,29.89
materialA150,0.011,152.773,152.784,2,34.052
materialC150,0.022,152.795,152.817,3,45.481
materialE150,0.0,152.829,152.829,1,62.966
materialA150,0.0,152.84,152.84,1,61.296
materialC150,0.011,152.851,152.862,2,46.324
materialA150,0.0,152.873,152.873,1,55.841
materialE150,0.0,152.884,152.884,1,63.282
materialA150,0.012,152.895,152.907,2,59.621
materialE150,0.0,152.918,152.918,1,62.768
B18,0.0,152.929,152.929,1,65.345
materialA150,0.011,152.94,152.951,2,59.648
B18,0.467,152.963,153.43,43,63.619
Terrain,0.411,153.441,153.852,38,15.132
Park_Center,0.022,153.863,153.885,3,24.128
Dead_Grass_02_Var2_Prefab_baked_single,0.1,153.896,153.996,10,26.166
Park_Center,0.055,154.007,154.062,6,25.118
materialC150,0.0,154.073,154.073,1,32.201
streetLight2 (8),0.0,154.084,154.084,1,28.944
B18,0.0,154.096,154.096,1,59.617
materialE150,0.0,154.107,154.107,1,64.011
B18 1 (2),0.022,154.118,154.14,3,68.711
streetLight1Prefab (14),0.0,154.152,154.152,1,52.675
B18 1 (2),0.123,154.162,154.285,12,68.814
B18,0.023,154.295,154.318,3,59.938
B18 1,0.266,154.329,154.595,25,50.709
B18 1 (1),0.012,154.606,154.618,2,48.722
Trashcans_mesh (3),0.166,154.629,154.795,16,32.535
B18 1 (1),0.0,154.806,154.806,1,48.446
B18 1,0.0,154.817,154.817,1,50.243
streetLight1Prefab (3),0.0,154.828,154.828,1,49.497
B18,0.334,154.839,155.173,31,59.216
streetLight2 (8),0.0,155.184,155.184,1,26.997
B18 1,0.0,155.195,155.195,1,50.887
Trashcans_mesh (3),0.011,155.206,155.217,2,31.668
Trashcans_mesh (4),0.31,155.229,155.539,29,29.929
B18 1 (5),0.0,155.551,155.551,1,42.263
Motor (1),0.0,155.561,155.561,1,40.007
B18 1 (5),0.022,155.573,155.595,3,41.028
Motor (1),0.011,155.606,155.617,2,40.153
B18 1 (5),0.0,155.628,155.628,1,40.905
Motor (1),0.01,155.64,155.65,2,39.79
B18 1 (5),0.111,155.661,155.772,11,40.776
Motor (1),0.011,155.783,155.794,2,39.739
B18 1 (5),0.0,155.806,155.806,1,40.909
Motor (1),0.011,155.817,155.828,2,39.805
B18 1 (5),0.056,155.839,155.895,6,40.743
BasketballHoop1Prefab (1),0.011,155.906,155.917,2,33.529
B18 1 (5),0.0,155.928,155.928,1,40.631
BasketballHoop1Prefab (1),0.022,155.939,155.961,3,32.895
B18 1 (5),0.023,155.972,155.995,3,40.78
BasketballHoop1Prefab (1),0.022,156.006,156.028,3,32.8
B18 1 (5),0.0,156.039,156.039,1,40.672
BasketballHoop1Prefab (1),0.0,156.05,156.05,1,32.738
B18 1 (5),0.0,156.061,156.061,1,40.61
BasketballHoop1Prefab (1),0.0,156.072,156.072,1,32.72
B18 1 (5),0.0,156.084,156.084,1,39.448
Park_Center,0.0,156.095,156.095,1,26.141
NPC-4621,0.077,156.106,156.183,8,14.691
Park_Center,0.012,156.194,156.206,2,19.395
NPC-4621,0.155,156.217,156.372,15,14.599
Park_Center,0.0,156.383,156.383,1,14.019
NPC-4621,0.0,156.394,156.394,1,14.48
Park_Center,0.011,156.406,156.417,2,14.076
NPC-4621,0.29,156.428,156.718,27,14.313
Park_Center,0.0,156.729,156.729,1,18.421
Dead_Grass_02_Var2_Prefab_baked_single (1),0.545,156.74,157.285,50,11.828
Park_Center,0.0,157.296,157.296,1,10.472
Terrain,0.0,157.307,157.307,1,9.578
Park_Center,0.0,157.318,157.318,1,10.154
Terrain,0.0,157.329,157.329,1,9.637
Park_Center,0.0,157.34,157.34,1,10.187
Terrain,0.022,157.351,157.373,3,9.956
Park_Center,0.0,157.384,157.384,1,10.186
Terrain,0.022,157.396,157.418,3,10.039
Park_Center,0.022,157.429,157.451,3,10.107
Terrain,0.0,157.462,157.462,1,10.069
Park_Center,0.0,157.473,157.473,1,10.08
Terrain,0.0,157.484,157.484,1,10.069
Park_Center,0.045,157.495,157.54,5,10.498
Dead_Grass_02_Var2_Prefab_baked_single (2),0.0,157.551,157.551,1,13.391
Bush_qilgP2_6x6x4_PF (33),0.0,157.562,157.562,1,41.069
baum ld1 mobile (7),0.0,157.573,157.573,1,46.331
Bush_qilgP2_6x6x4_PF (32),0.0,157.584,157.584,1,43.112
baum ld1 mobile (7),0.011,157.595,157.606,2,46.227
Bush_qilgP2_6x6x4_PF (32),0.256,157.617,157.873,24,42.488
Bush_qilgP2_6x6x4_PF (33),0.0,157.884,157.884,1,41.096
B18 1 (6),0.0,157.895,157.895,1,37.292
BasketbalcourtLines,0.0,157.906,157.906,1,29.658
Park_Center,0.0,157.917,157.917,1,21.636
NPC-4621,0.011,157.928,157.939,2,13.917
Park_Center,0.034,157.95,157.984,4,20.434
B18 1 (6),0.0,157.995,157.995,1,37.642
BasketbalcourtLines,0.022,158.006,158.028,3,28.854
Park_Center,0.0,158.039,158.039,1,14.215
Terrain,0.0,158.05,158.05,1,8.265
Park_Center,0.0,158.272,158.272,1,17.685
materialC150,0.011,158.283,158.294,2,21.371
materialD150,0.0,158.305,158.305,1,23.597
materialC150,0.034,158.316,158.35,4,21.336
materialA150,0.0,158.361,158.361,1,27.06
materialC150,0.0,158.371,158.371,1,22.245
materialA150,0.0,158.383,158.383,1,29.008
materialE150,0.0,158.393,158.393,1,32.937
materialC150,0.044,158.405,158.449,5,21.236
materialA150,0.0,158.46,158.46,1,26.517
materialC150,0.088,158.472,158.56,9,20.164
Park_Corner_A (3),0.011,158.571,158.582,2,33.754
materialC150,0.089,158.593,158.682,9,32.924
Park_Corner_A (3),0.011,158.691,158.702,2,32.845
materialC150,0.0,158.713,158.713,1,32.442
Park_Corner_A (3),0.078,158.724,158.802,8,32.594
materialC150,0.033,158.813,158.846,4,30.573
materialE150,0.0,158.857,158.857,1,28.554
materialC150,0.0,158.869,158.869,1,30.209
materialE150,0.011,158.88,158.891,2,28.402
materialC150,0.022,158.902,158.924,3,30.246
materialE150,0.0,158.935,158.935,1,28.435
materialA150,0.0,158.946,158.946,1,27.344
materialE150,0.011,158.958,158.969,2,28.396
materialC150,0.0,158.98,158.98,1,29.019
Park_Corner_A (3),0.0,158.991,158.991,1,32.018
materialA150,0.0,159.002,159.002,1,28.213
materialC150,0.0,159.013,159.013,1,33.936
materialA150,0.0,159.024,159.024,1,29.985
Park_Center,0.201,159.226,159.427,19,13.285
NPC-4621,0.478,159.438,159.916,44,11.399
Park_Center,0.0,159.927,159.927,1,14.759
NPC-4623,0.323,159.938,160.261,30,11.435
PH_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,160.272,160.272,1,19.114
BasketbalcourtLines,0.0,160.283,160.283,1,27.065
B18 1 (6),0.011,160.294,160.305,2,33.777
BasketbalcourtLines,0.011,160.316,160.327,2,30.054
B18 1 (6),0.089,160.338,160.427,9,33.662
BasketbalcourtLines,0.056,160.438,160.494,6,29.148
B18 1 (6),0.0,160.505,160.505,1,33.438
Pavement_D_A (1),0.0,160.516,160.516,1,33.251
B18 1 (6),0.0,160.527,160.527,1,33.414
Pavement_D_A (1),0.0,160.538,160.538,1,32.743
B18 1 (6),0.0,160.549,160.549,1,33.443
B18 1 (5),0.011,160.561,160.572,2,34.089
BasketballHoop1Prefab (1),0.055,160.583,160.638,6,27.703
B18 1 (5),0.0,160.649,160.649,1,34.591
BasketballHoop1Prefab (1),0.266,160.66,160.926,25,27.457
B18 1 (5),0.044,160.938,160.982,5,34.518
BasketballHoop1Prefab (1),0.034,160.993,161.027,4,27.827
B18 1 (2),0.166,161.248,161.414,16,58.705
streetLight1Prefab (14),0.0,161.425,161.425,1,44.503
B18 1 (2),0.034,161.436,161.47,4,58.622
B18,0.011,161.481,161.492,2,54.105
streetLight1Prefab (15),0.0,161.503,161.503,1,32.611
B18,0.0,161.514,161.514,1,52.756
streetLight1Prefab (15),0.199,161.525,161.724,18,32.648
B18,0.0,161.734,161.734,1,53.761
B18 1 (2),0.0,161.745,161.745,1,62.999
SingleTPrefab (2),0.0,161.757,161.757,1,53.076
Park_Corner_A (3),0.055,161.768,161.823,6,29.022
Juniper_Bush_01_Var5_baked_single (3),0.0,161.834,161.834,1,31.9
Park_Corner_A (3),0.0,161.846,161.846,1,28.942
Juniper_Bush_01_Var5_baked_single (3),0.0,161.857,161.857,1,31.845
Park_Corner_A (3),0.169,161.868,162.037,17,29.165
materialC150,0.0,162.048,162.048,1,28.429
Park_Corner_A (3),0.055,162.059,162.114,6,28.627
materialE150,0.0,162.125,162.125,1,24.541
materialC150,0.0,162.136,162.136,1,25.43
Park_Corner_A (3),0.0,162.147,162.147,1,28.123
materialE150,0.0,162.158,162.158,1,22.87
Park_Corner_A (3),0.012,162.169,162.181,2,26.051
materialC150,0.0,162.192,162.192,1,25.32
Park_Corner_A (3),0.0,162.202,162.202,1,26.013
streetLight2 (9),0.0,162.214,162.214,1,23.665
materialC150,0.0,162.225,162.225,1,22.795
streetLight2 (9),0.056,162.236,162.292,6,23.548
materialC150,0.022,162.303,162.325,3,23.935
Park_Corner_A (3),0.0,162.336,162.336,1,25.846
materialC150,0.0,162.347,162.347,1,22.856
Park_Corner_A (3),0.023,162.358,162.381,3,25.85
materialC150,0.0,162.392,162.392,1,24.643
materialE150,0.011,162.403,162.414,2,22.451
materialA150,0.022,162.425,162.447,3,20.774
materialC150,0.0,162.458,162.458,1,23.738
Park_Corner_A (3),0.0,162.469,162.469,1,41.164
Bush_qilgP2_6x6x4_PF (40),0.0,162.48,162.48,1,123.169
baum ld0 mobile (3),0.0,162.491,162.491,1,38.258
baum ld0(enhanced),0.0,162.503,162.503,1,27.734
baum ld0 mobile (3),0.097,162.514,162.611,9,38.618
baum ld0(enhanced),0.011,162.623,162.634,2,28.051
baum ld0 mobile (3),0.0,162.645,162.645,1,38.256
baum ld0(enhanced),0.011,162.656,162.667,2,27.99
baum ld0 mobile (3),0.011,162.678,162.689,2,38.605
baum ld0(enhanced),0.133,162.7,162.833,13,28.762
baum ld0 mobile (3),0.0,162.845,162.845,1,38.072
retirementHome1,0.0,162.856,162.856,1,131.408
streetLight01,0.0,162.867,162.867,1,38.263
B39,0.056,162.878,162.934,6,96.027
streetLight01,0.011,162.946,162.957,2,38.102
baum ld0(enhanced),0.011,162.968,162.979,2,33.468
streetLight01,0.0,162.99,162.99,1,38.417
baum ld0(enhanced),0.224,163.001,163.225,22,34.401
streetLight01,0.0,163.245,163.245,1,37.562
B39,0.069,163.257,163.326,8,95.37
baum ld1(enhanced),0.0,163.335,163.335,1,40.961
streetLight2 (9),0.0,163.346,163.346,1,21.871
Combined_apartment1,0.189,163.379,163.568,16,120.902
Combined_apartment1 (1),0.901,163.579,164.48,82,85.78
B18 1 (3),0.0,164.491,164.491,1,72.036
StreetBox01,0.1,164.811,164.911,10,9.11
Park_Streight (3),0.0,164.922,164.922,1,25.362
SingleZebraPrefab,0.0,164.933,164.933,1,20.163
Park_Streight (3),0.0,164.944,164.944,1,31.862
Bush_qilgP2_6x6x4_PF (24),0.012,164.955,164.967,2,43.7
streetLight2 (12),0.0,164.978,164.978,1,36.9
House1,0.011,164.989,165.0,2,74.151
Bush_qilgP2_6x6x4_PF (24),0.078,165.011,165.089,8,43.968
RedBush_Var1_Prefab_baked_single (4),0.0,165.1,165.1,1,49.659
Bush_qilgP2_6x6x4_PF (24),0.011,165.111,165.122,2,44.295
House1,0.0,165.133,165.133,1,74.12
Bush_b1_4x4x4_PF_baked_single (1),0.002,165.146,165.148,2,61.277
House_1,0.0,165.158,165.158,1,89.447
Bush_qilgY2_2x2x4_PF_baked_single,0.0,165.169,165.169,1,76.578
House_2,0.022,165.181,165.203,3,87.021
Terrain,0.0,165.213,165.213,1,81.89
House_2,0.022,165.225,165.247,3,87.205
materialC150,0.0,165.258,165.258,1,72.822
Terrain,0.011,165.269,165.28,2,82.573
materialE150,0.0,165.291,165.291,1,67.379
House_2,0.023,165.302,165.325,3,86.938
materialE150,0.0,165.335,165.335,1,65.716
House_2,0.0,165.347,165.347,1,87.135
materialA150,0.0,165.358,165.358,1,66.291
House_2,0.022,165.369,165.391,3,86.692
materialE150,0.0,165.402,165.402,1,67.868
House_2,0.031,165.413,165.444,3,86.391
streetLight1Prefab (18),0.0,165.455,165.455,1,71.647
House_2,0.0,165.466,165.466,1,86.778
streetLight2 (13),0.134,165.477,165.611,13,31.669
Bush_qilgY2_2x2x4_PF_baked_single,0.011,165.622,165.633,2,75.18
New_NPC (77),0.011,165.644,165.655,2,16.434
Park_Corner_A (2),0.0,165.666,165.666,1,66.544
streetLight2 (13),0.0,165.677,165.677,1,31.451
Bush_qilgY2_2x2x4_PF_baked_single,0.012,165.688,165.7,2,74.968
Park_Corner_A (2),0.011,165.711,165.722,2,72.316
materialC150,0.0,165.733,165.733,1,62.785
House_2,0.022,165.744,165.766,3,85.213
Cathedral,0.691,165.777,166.468,63,119.902
NPC-610,0.012,166.655,166.667,2,42.381
Terrain,0.011,166.678,166.689,2,41.598
NPC-610,0.0,166.7,166.7,1,42.35
Terrain,0.0,166.711,166.711,1,43.816
Bush_qilgP2_6x6x4_PF (52),0.01,166.723,166.733,2,64.315
Terrain,0.033,166.745,166.778,4,54.281
Bush_qilgP2_6x6x4_PF (52),0.0,166.789,166.789,1,64.281
Terrain,0.022,166.8,166.822,3,56.954
Bush_qilgP2_6x6x4_PF (52),0.021,166.834,166.855,3,64.252
Terrain,0.011,166.867,166.878,2,48.167
Bush_qilgP2_6x6x4_PF (52),0.0,166.889,166.889,1,64.045
NPC-610,0.0,166.9,166.9,1,41.898
Terrain,0.023,166.911,166.934,3,37.891
B027,0.01,166.945,166.955,2,50.904
B013,0.0,166.966,166.966,1,51.916
PlantPot_A (11),0.089,166.977,167.066,9,9.329
B013,0.0,167.077,167.077,1,52.158
streetLight2 (31),0.012,167.088,167.1,2,36.103
PlantPot_A (11),0.055,167.111,167.166,6,8.978
Bush_qilgY2_2x2x4_PF_baked_single,0.0,167.177,167.177,1,35.191
B001,0.0,167.188,167.188,1,66.291
Bush_qilgY2_2x2x4_PF_baked_single,0.266,167.2,167.466,25,33.789
B22 1 (3),0.0,167.477,167.477,1,75.661
B026 (4),0.0,167.488,167.488,1,81.96
B011 (2),0.0,167.499,167.499,1,89.946
Lod_1,0.022,167.51,167.532,3,54.184
B011 (2),0.0,167.543,167.543,1,93.387
Lod_1,0.033,167.555,167.588,4,54.181
face_607,0.0,167.599,167.599,1,21.764
B011 (2),0.0,167.61,167.61,1,93.656
face_607,0.01,167.622,167.632,2,21.706
Lod_1,0.01,167.644,167.654,2,54.056
face_607,0.022,167.666,167.688,3,21.629
Lod_1,0.422,167.699,168.121,39,52.921
Terrain,0.0,168.177,168.177,1,24.165
PlantPot_A (1),0.0,168.188,168.188,1,58.992
Terrain,0.0,168.199,168.199,1,54.668
Bush_qilgY2_2x2x4_PF_baked_single,0.021,168.211,168.232,3,34.722
PlantPot_A (1),0.0,168.244,168.244,1,59.254
baum ld0(enhanced),0.0,168.255,168.255,1,60.441
Bush_qilgY2_2x2x4_PF_baked_single,0.078,168.266,168.344,8,34.145
Terrain,0.033,168.555,168.588,4,30.779
PlantPot_A (5),0.055,168.599,168.654,6,37.231
New_NPC (37),0.0,168.665,168.665,1,35.085
Terrain,0.056,168.676,168.732,6,40.839
House_2,0.0,168.742,168.742,1,85.897
Terrain,0.0,168.753,168.753,1,41.334
materialC150,0.0,168.765,168.765,1,75.621
Terrain,0.023,168.775,168.798,3,45.99
powerCabinet,0.0,168.809,168.809,1,46.194
Terrain,0.0,168.82,168.82,1,45.511
DmaterialC150,0.011,168.831,168.842,2,37.548
Bush_b1_4x4x4_PF_baked_single (1),0.0,168.853,168.853,1,55.024
Bench_A,0.0,168.864,168.864,1,52.347
Park_Streight (2),0.0,168.876,168.876,1,47.719
Bush_qilgP2_6x6x4_PF (24),0.023,168.887,168.91,3,39.687
EU_TrafficLight_01 (1),0.021,168.921,168.942,3,16.968
Bush_qilgP2_6x6x4_PF (24),0.0,168.953,168.953,1,39.799
EU_TrafficLight_01 (1),0.0,168.964,168.964,1,16.905
Bush_qilgP2_6x6x4_PF (24),0.011,168.976,168.987,2,39.557
EU_TrafficLight_01 (1),0.011,168.998,169.009,2,16.892
Bush_qilgP2_6x6x4_PF (24),0.033,169.02,169.053,4,39.498
EU_TrafficLight_01 (1),0.045,169.064,169.109,5,16.695
Bush_qilgP2_6x6x4_PF (24),0.0,169.12,169.12,1,39.483
EU_TrafficLight_01 (1),0.0,169.131,169.131,1,16.699
Bush_qilgP2_6x6x4_PF (24),0.011,169.143,169.154,2,39.505
EU_TrafficLight_01 (1),0.056,169.165,169.221,6,16.565
Bush_qilgP2_6x6x4_PF (23),0.022,169.232,169.254,3,40.388
EU_TrafficLight_01 (1),0.0,169.265,169.265,1,16.561
Bush_qilgP2_6x6x4_PF (23),0.011,169.276,169.287,2,40.075
baum ld0(enhanced),0.0,169.299,169.299,1,38.625
baum ld0 mobile (4),0.0,169.31,169.31,1,33.201
Park_Streight (3),0.233,169.321,169.554,22,26.466
baum ld0(enhanced),0.022,169.566,169.588,3,37.328
Combined_2 (2),0.022,169.599,169.621,3,71.856
baum ld0(enhanced),0.011,169.632,169.643,2,51.773
