HON,length,start,end,hits,distance
Terrain,0.334,566.678,567.012,31,1.954
NPC-4627,0.4,567.023,567.423,37,1.433
NPC-4626,0.022,567.434,567.456,3,1.93
face_4626,0.388,567.567,567.955,35,2.036
NPC-4626,0.566,567.966,568.532,52,2.126
Terrain,0.289,568.543,568.832,27,2.381
NPC-4626,1.789,568.843,570.632,162,1.998
Terrain,0.644,570.643,571.287,59,2.241
NPC-4626,0.032,571.299,571.331,4,2.224
face_4626,0.289,571.442,571.731,27,2.056
store2,0.022,571.742,571.764,3,6.882
PlantPot_A (8),0.321,571.887,572.208,30,17.966
PlantPot_A (9),0.0,572.219,572.219,1,34.366
PlantPot_A (10),0.0,572.23,572.23,1,53.266
store2,0.422,572.241,572.663,39,9.422
NPC-4626,0.0,572.675,572.675,1,1.816
face_4626,0.1,572.686,572.786,8,1.818
store2,0.0,572.797,572.797,1,3.804
face_4626,2.765,572.808,575.573,250,1.359
store2,0.044,575.585,575.629,5,5.011
Terrain,0.0,575.64,575.64,1,4.271
store2,0.022,575.684,575.706,3,10.579
Terrain,0.044,575.718,575.762,5,9.01
PlantPot_A (8),0.223,575.773,575.996,21,18.136
trashcan_squarePrefab (6),0.0,576.007,576.007,1,16.113
metalBench (5),0.088,576.018,576.106,9,13.784
Sitting_NPC (418),0.0,576.117,576.117,1,14.01
metalBench (5),0.077,576.129,576.206,8,13.795
Sitting_NPC (418),0.011,576.218,576.229,2,14.047
metalBench (5),0.011,576.24,576.251,2,14.11
Sitting_NPC (418),0.0,576.262,576.262,1,14.024
metalBench (5),0.0,576.273,576.273,1,13.982
Sitting_NPC (418),0.0,576.284,576.284,1,13.995
metalBench (5),0.0,576.295,576.295,1,13.5
Terrain,0.0,576.305,576.305,1,32.314
metalBench (4),0.078,576.316,576.394,8,9.768
NPC-4605,0.0,576.405,576.405,1,10.433
metalBench (4),0.133,576.416,576.549,13,9.791
NPC-4605,0.0,576.56,576.56,1,10.418
metalBench (4),0.089,576.571,576.66,9,9.79
NPC-4605,0.0,576.672,576.672,1,10.401
metalBench (4),0.0,576.683,576.683,1,9.751
NPC-4605,0.0,576.694,576.694,1,10.41
metalBench (4),0.0,576.706,576.706,1,9.698
NPC-4605,0.0,576.717,576.717,1,10.393
metalBench (4),0.011,576.728,576.739,2,9.718
Terrain,0.011,576.75,576.761,2,18.171
metalBench (3),0.233,576.773,577.006,21,6.646
Terrain,0.086,577.017,577.103,9,31.08
Sitting_NPC (4161),0.023,577.114,577.137,3,7.316
metalBench (3),0.0,577.147,577.147,1,7.076
Sitting_NPC (4161),0.0,577.158,577.158,1,7.279
Terrain,0.0,577.169,577.169,1,34.81
Sitting_NPC (4161),0.022,577.181,577.203,3,7.328
Terrain,0.0,577.214,577.214,1,31.531
Sitting_NPC (4161),0.066,577.225,577.291,7,7.349
Terrain,0.0,577.303,577.303,1,33.259
Sitting_NPC (4161),0.044,577.314,577.358,5,7.364
face_4161,0.0,577.37,577.37,1,7.526
Terrain,0.0,577.381,577.381,1,33.784
face_4161,0.0,577.392,577.392,1,7.453
Terrain,0.0,577.403,577.403,1,41.208
face_4161,0.023,577.414,577.437,3,7.46
Sitting_NPC (4161),0.0,577.448,577.448,1,7.379
face_4161,0.012,577.459,577.471,2,7.469
Terrain,0.0,577.482,577.482,1,34.044
face_4161,0.0,577.493,577.493,1,7.518
Sitting_NPC (4161),0.044,577.504,577.548,5,7.345
face_4161,0.0,577.56,577.56,1,7.519
Sitting_NPC (4161),0.011,577.571,577.582,2,7.282
face_4161,0.056,577.593,577.649,6,7.467
Sitting_NPC (4161),0.0,577.66,577.66,1,7.318
face_4161,0.0,577.671,577.671,1,7.544
Sitting_NPC (4161),0.0,577.682,577.682,1,7.332
face_4161,0.056,577.693,577.749,6,7.529
Sitting_NPC (4161),0.012,577.76,577.772,2,7.336
face_4161,0.0,577.782,577.782,1,7.491
Sitting_NPC (4161),0.0,577.793,577.793,1,7.351
face_4161,0.112,577.804,577.916,11,7.459
Sitting_NPC (4161),0.044,577.927,577.971,5,7.29
face_4161,0.0,577.982,577.982,1,7.55
Sitting_NPC (4161),0.0,577.993,577.993,1,7.292
face_4161,0.0,578.004,578.004,1,7.507
Sitting_NPC (4161),0.0,578.015,578.015,1,7.321
face_4161,0.043,578.026,578.069,5,7.509
Sitting_NPC (4161),0.056,578.08,578.136,6,7.277
metalBench (3),0.011,578.147,578.158,2,6.879
Sitting_NPC (4161),0.0,578.169,578.169,1,7.231
metalBench (3),0.0,578.181,578.181,1,6.819
Sitting_NPC (4161),0.044,578.192,578.236,5,7.257
metalBench (3),0.0,578.247,578.247,1,6.917
Terrain,0.0,578.258,578.258,1,28.987
Sitting_NPC (4241),0.0,578.27,578.27,1,6.749
face_4241,0.0,578.28,578.28,1,6.809
Sitting_NPC (4241),0.135,578.291,578.426,13,6.774
Terrain,0.0,578.438,578.438,1,29.244
Sitting_NPC (4241),0.232,578.449,578.681,22,6.78
face_4161,0.0,578.693,578.693,1,7.47
Sitting_NPC (4161),0.0,578.704,578.704,1,7.29
face_4161,0.022,578.715,578.737,3,7.505
Sitting_NPC (4161),0.034,578.748,578.782,4,7.304
face_4161,0.045,578.792,578.837,5,7.471
Sitting_NPC (4161),0.045,578.848,578.893,5,7.218
face_4161,0.011,578.903,578.914,2,7.419
Sitting_NPC (4161),0.712,578.925,579.637,65,6.845
Sitting_NPC (4241),0.0,579.648,579.648,1,5.971
trashcan_squarePrefab (7),0.357,579.781,580.138,33,4.98
Terrain,0.0,580.149,580.149,1,12.62
Sitting_NPC (4241),0.0,580.16,580.16,1,5.504
metalBench (3),0.01,580.171,580.181,2,5.615
Sitting_NPC (4161),0.044,580.193,580.237,5,6.018
metalBench (3),0.0,580.248,580.248,1,5.909
Sitting_NPC (4161),0.788,580.259,581.047,29,5.831
face_4161,0.012,581.058,581.07,2,5.567
Sitting_NPC (4161),0.011,581.08,581.091,2,5.355
face_4161,0.189,581.103,581.292,18,5.377
Terrain,0.0,581.303,581.303,1,24.295
face_4161,0.0,581.314,581.314,1,5.298
metalBench (3),0.0,581.424,581.424,1,4.708
Sitting_NPC (4161),0.011,581.436,581.447,2,4.974
metalBench (3),0.122,581.458,581.58,12,4.532
Sitting_NPC (4161),0.1,581.591,581.691,10,4.771
metalBench (3),0.0,581.703,581.703,1,4.588
Sitting_NPC (4161),0.7,581.713,582.413,64,4.424
metalBench (3),0.385,582.426,582.811,36,3.644
Sitting_NPC (4161),0.135,582.823,582.958,13,3.758
face_4161,0.189,582.969,583.158,18,3.82
Sitting_NPC (4161),0.366,583.169,583.535,34,3.374
metalBench (3),0.367,583.546,583.913,34,2.729
Sitting_NPC (4161),0.855,583.924,584.779,78,2.663
face_4161,0.122,584.79,584.912,12,2.699
Terrain,0.0,584.923,584.923,1,10.456
face_4241,0.534,584.934,585.468,49,1.788
Terrain,0.011,585.479,585.49,2,21.157
Lod_1,0.011,585.501,585.512,2,15.827
Sitting_NPC (424),0.0,585.523,585.523,1,15.411
Lod_1,0.0,585.535,585.535,1,15.477
Sitting_NPC (424),0.0,585.545,585.545,1,15.441
Lod_1,0.0,585.556,585.556,1,15.481
Sitting_NPC (424),0.111,585.568,585.679,11,15.448
Lod_1,0.611,585.69,586.301,56,15.63
4 (1),0.0,586.312,586.312,1,82.721
Chairs (7),0.0,586.39,586.39,1,40.432
B011 (2),0.0,586.401,586.401,1,52.668
Chairs (7),0.0,586.412,586.412,1,39.819
Terrain,0.1,586.423,586.523,10,17.285
B026 (4),0.011,586.535,586.546,2,46.274
baum ld0(enhanced),0.0,586.557,586.557,1,36.779
baum ld0(enhanced) (2),0.0,586.568,586.568,1,65.051
Combined_3,0.0,586.579,586.579,1,105.906
Lod_1,0.664,586.59,587.254,60,19.172
Sky,0.412,587.265,587.677,38,130.304
Lod_1,1.167,587.688,588.855,106,18.35
B026 (4),0.011,588.866,588.877,2,44.21
builds (1),0.0,588.966,588.966,1,82.963
baum ld1(enhanced),0.0,588.977,588.977,1,58.913
PlantPot_A (4),0.0,588.988,588.988,1,58.9
BridgeSlope_Simple (1),0.0,588.999,588.999,1,64.608
Terrain,0.156,589.01,589.166,15,21.999
NPC-4605,0.056,589.177,589.233,6,6.143
face_4605,0.0,589.244,589.244,1,6.39
NPC-4605,0.025,589.255,589.28,4,6.165
face_4605,0.021,589.289,589.31,2,6.353
NPC-4605,0.056,589.321,589.377,6,6.135
metalBench (4),0.0,589.388,589.388,1,6.006
NPC-4605,0.167,589.399,589.566,16,6.118
face_4605,0.0,589.577,589.577,1,6.344
NPC-4605,0.0,589.588,589.588,1,6.09
face_4605,0.0,589.599,589.599,1,6.339
NPC-4605,0.0,589.61,589.61,1,6.124
Terrain,0.033,589.621,589.654,4,13.275
Sitting_NPC (4161),0.289,589.666,589.955,27,2.192
Terrain,0.022,589.966,589.988,3,19.339
Bench,0.056,589.999,590.055,6,38.384
Terrain,0.022,590.066,590.088,3,49.225
Bench,0.011,590.099,590.11,2,38.392
Terrain,0.011,590.121,590.132,2,46.44
Bench,0.0,590.144,590.144,1,38.604
NPC-627,0.0,590.155,590.155,1,55.755
PlantPot_A (8),0.011,590.166,590.177,2,14.606
BridgeSlope_Simple (1),0.011,590.189,590.2,2,57.026
store2,2.555,590.211,592.766,222,11.724
Terrain,0.167,592.777,592.944,16,15.43
PlantPot_A (8),0.0,592.955,592.955,1,12.955
Sitting_NPC (418),0.0,592.966,592.966,1,9.477
metalBench (5),0.433,592.977,593.41,40,8.761
face_418,0.0,593.421,593.421,1,9.152
Sitting_NPC (418),0.0,593.432,593.432,1,9.111
face_418,0.0,593.443,593.443,1,9.152
Sitting_NPC (418),0.112,593.454,593.566,11,9.085
face_418,0.0,593.577,593.577,1,9.1
Sitting_NPC (418),0.0,593.588,593.588,1,9.025
face_418,0.0,593.599,593.599,1,9.083
Sitting_NPC (418),0.045,593.61,593.655,5,9.027
face_418,0.044,593.666,593.71,5,8.99
Sitting_NPC (418),0.011,593.721,593.732,2,8.976
face_418,0.0,593.743,593.743,1,9.004
Sitting_NPC (418),0.089,593.754,593.843,9,8.915
BridgeSlope_Simple (1),0.0,593.854,593.854,1,57.165
New_NPC (42),0.0,593.865,593.865,1,35.817
New_NPC (1),0.0,593.876,593.876,1,36.706
BridgeSlope_Simple (1),0.0,593.888,593.888,1,57.305
New_NPC (42),0.0,593.899,593.899,1,35.76
BridgeSlope_Simple (1),0.0,593.909,593.909,1,57.598
New_NPC (1),0.012,593.92,593.932,2,36.59
BridgeSlope_Simple (1),0.012,593.942,593.954,2,57.891
New_NPC (1),0.011,593.965,593.976,2,36.548
BridgeSlope_Simple (1),0.011,593.987,593.998,2,57.909
New_NPC (1),0.0,594.009,594.009,1,36.502
BridgeSlope_Simple (1),0.0,594.02,594.02,1,57.871
New_NPC (1),0.0,594.031,594.031,1,36.351
BridgeSlope_Simple (1),0.023,594.042,594.065,3,57.547
New_NPC (1),0.011,594.076,594.087,2,36.292
BridgeSlope_Simple (1),0.0,594.098,594.098,1,57.545
New_NPC (42),0.011,594.109,594.12,2,35.277
BridgeSlope_Simple (1),0.0,594.131,594.131,1,57.457
New_NPC (42),0.0,594.143,594.143,1,35.128
BridgeSlope_Simple (1),0.022,594.154,594.176,3,57.47
New_NPC (1),0.0,594.187,594.187,1,36.097
BridgeSlope_Simple (1),0.0,594.198,594.198,1,57.506
New_NPC (1),0.1,594.209,594.309,10,35.829
BridgeSlope_Simple (1),0.0,594.32,594.32,1,57.401
Terrain,0.0,594.331,594.331,1,53.478
NPC-4605,0.033,594.343,594.376,4,4.553
metalBench (4),0.189,594.387,594.576,18,4.221
NPC-4605,0.0,594.587,594.587,1,4.302
metalBench (4),0.0,594.598,594.598,1,4.253
New_NPC (1),0.011,594.687,594.698,2,34.803
New_NPC (42),0.012,594.709,594.721,2,33.787
BridgeSlope_Simple (1),0.022,594.732,594.754,3,57.15
New_NPC (42),0.0,594.765,594.765,1,33.674
BridgeSlope_Simple (1),0.033,594.776,594.809,4,57.133
New_NPC (1),0.0,594.82,594.82,1,34.56
BridgeSlope_Simple (1),0.011,594.831,594.842,2,57.109
New_NPC (1),0.0,594.854,594.854,1,34.306
BridgeSlope_Simple (1),0.366,594.865,595.231,34,63.286
Bench (1),0.0,595.242,595.242,1,37.867
NPC-4605,0.367,595.253,595.62,34,3.586
Terrain,0.0,595.631,595.631,1,12.124
Sitting_NPC (418),0.0,595.642,595.642,1,7.488
metalBench (5),0.233,595.653,595.886,22,6.636
PlantPot_A (8),0.356,595.898,596.254,33,10.533
Terrain,0.023,596.264,596.287,3,10.293
PlantPot_A (8),0.011,596.298,596.309,2,10.446
Terrain,0.066,596.32,596.386,7,9.61
PlantPot_A (8),0.044,596.398,596.442,5,10.511
baum ld0(enhanced),0.0,596.453,596.453,1,45.632
baum ld1(enhanced),0.355,596.464,596.819,33,11.246
retirementHome2,0.011,596.83,596.841,2,89.946
BridgeSlope_Simple (1),0.0,596.852,596.852,1,53.427
store2,1.355,596.997,598.352,123,14.74
Terrain,0.022,598.364,598.386,3,9.612
PlantPot_A (8),0.244,598.397,598.641,23,7.817
trashcan_squarePrefab (6),0.244,598.653,598.897,23,5.873
metalBench (5),0.0,598.908,598.908,1,4.449
trashcan_squarePrefab (6),15.192,598.919,614.111,1369,1.869
PlantPot_A (8),0.901,614.122,615.023,82,2.232
Terrain,0.0,615.034,615.034,1,12.724
store2,2.677,615.045,617.722,227,8.201
Validation_Plane (2),0.012,635.347,635.359,2,11.916
store2,2.365,635.37,637.735,183,7.055
Terrain,0.0,637.835,637.835,1,8.488
store2,1.688,637.846,639.534,153,7.837
Terrain,0.467,639.545,640.012,43,6.36
store2,2.121,640.023,642.144,191,10.626
BridgeSlope_Simple (1),0.0,642.155,642.155,1,41.966
store2,0.034,642.166,642.2,4,30.8
BridgeSlope_Simple (1),0.022,642.211,642.233,3,42.023
retirementHome2,0.0,642.244,642.244,1,79.861
Sky (4),0.0,642.255,642.255,1,243.532
retirementHome2,0.022,642.267,642.289,3,80.497
store2,0.133,642.3,642.433,13,31.44
retirementHome2,0.033,642.444,642.477,4,80.209
store2,0.012,642.488,642.5,2,31.283
retirementHome2,0.0,642.511,642.511,1,80.218
Sky (4),0.011,642.522,642.533,2,243.384
Sky,0.0,642.622,642.622,1,228.338
store2,0.233,642.633,642.866,22,24.43
Sky,0.0,642.878,642.878,1,212.722
baum ld1(enhanced),0.011,642.889,642.9,2,15.291
PlantPot_A (9),0.922,643.055,643.977,84,14.474
PlantPot_A (10),0.0,643.988,643.988,1,31.276
PlantPot_A (9),0.011,643.999,644.01,2,15.069
PlantPot_A (10),0.167,644.021,644.188,16,31.028
metalBench (8),0.011,644.199,644.21,2,29.268
PlantPot_A (10),0.011,644.221,644.232,2,30.896
metalBench (8),0.0,644.243,644.243,1,28.997
PlantPot_A (10),0.444,644.255,644.699,41,30.641
PlantPot_A (9),0.333,644.71,645.043,31,14.165
PlantPot_A (10),0.0,645.054,645.054,1,30.177
BridgeSlope_Simple (1),2.055,645.065,647.12,186,37.253
baum ld0(enhanced),0.0,647.131,647.131,1,29.355
PlantPot_A (10),0.0,647.142,647.142,1,28.308
PlantPot_A (9),0.755,647.153,647.908,69,10.217
PlantPot_A (10),0.0,647.92,647.92,1,27.024
store2,0.477,648.053,648.53,44,9.244
BridgeSlope_Simple (1),0.8,648.541,649.341,73,34.186
baum ld0(enhanced),0.355,649.352,649.707,33,25.835
BridgeSlope_Simple (1),0.0,649.719,649.719,1,34.92
PlantPot_A (9),0.278,649.807,650.085,26,7.907
PlantPot_A (10),0.023,650.096,650.119,3,24.691
metalBench (8),0.211,650.129,650.34,20,21.251
Sitting_NPC (415),0.044,650.352,650.396,5,21.654
PlantPot_A (10),0.011,650.407,650.418,2,24.285
Sitting_NPC (415),0.0,650.43,650.43,1,21.665
PlantPot_A (10),0.034,650.44,650.474,4,24.241
Sitting_NPC (415),0.144,650.485,650.629,14,21.419
PlantPot_A (10),0.0,650.64,650.64,1,23.87
BridgeSlope_Simple (1),0.022,650.652,650.674,3,32.264
store2,0.555,650.685,651.24,51,16.308
Terrain,0.034,651.251,651.285,4,16.032
metalBench (8),0.0,651.296,651.296,1,20.06
Sitting_NPC (415),0.0,651.307,651.307,1,20.822
PlantPot_A (9),0.588,651.318,651.906,54,6.444
PlantPot_A (10),0.0,651.918,651.918,1,22.763
Sitting_NPC (415),0.0,651.929,651.929,1,19.992
metalBench (8),0.0,651.94,651.94,1,19.356
PlantPot_A (10),0.0,651.951,651.951,1,22.608
metalBench (8),0.022,651.962,651.984,3,19.277
Sitting_NPC (415),0.123,651.995,652.118,12,19.729
metalBench (8),0.022,652.129,652.151,3,19.301
Sitting_NPC (415),0.033,652.162,652.195,4,19.587
face_415,0.256,652.206,652.462,24,19.49
metalBench (8),0.0,652.473,652.473,1,18.743
PlantPot_A (9),1.366,652.484,653.85,124,5.14
Terrain,0.045,653.861,653.906,5,12.587
metalBench (8),0.322,653.995,654.317,30,16.901
BridgeSlope_Simple (1),0.633,654.328,654.961,58,28.245
store2,0.267,654.972,655.239,25,9.652
BridgeSlope_Simple (1),0.034,655.249,655.283,4,29.09
store2,0.0,655.294,655.294,1,16.735
BridgeSlope_Simple (1),0.011,655.305,655.316,2,29.066
store2,0.089,655.327,655.416,9,16.592
metalBench (8),0.389,655.538,655.927,36,15.492
PlantPot_A (10),0.011,655.938,655.949,2,18.447
BridgeSlope_Simple (1),0.522,655.96,656.482,48,26.06
PlantPot_A (10),0.011,656.493,656.504,2,17.825
face_415,0.0,656.515,656.515,1,14.911
PlantPot_A (10),0.289,656.527,656.816,27,17.561
BridgeSlope_Simple (1),0.0,656.827,656.827,1,26.541
Terrain,0.0,656.838,656.838,1,24.298
BridgeSlope_Simple (1),0.0,656.849,656.849,1,28.038
metalBench (6),0.033,656.86,656.893,4,6.1
Sitting_NPC (4051),0.011,656.904,656.915,2,6.349
metalBench (6),0.177,656.927,657.104,17,5.872
Terrain,0.0,657.116,657.116,1,24.689
BridgeSlope_Simple (1),0.012,657.126,657.138,2,26.476
PlantPot_A (10),0.155,657.149,657.304,15,17.133
metalBench (8),0.2,657.315,657.515,19,14.282
PlantPot_A (10),0.067,657.526,657.593,7,16.679
Sitting_NPC (415),0.044,657.604,657.648,5,13.67
PlantPot_A (10),0.0,657.66,657.66,1,16.771
BridgeSlope_Simple (1),0.245,657.67,657.915,23,24.227
retirementHome2,0.011,657.926,657.937,2,61.479
BridgeSlope_Simple (1),0.0,657.948,657.948,1,24.398
retirementHome2,0.389,657.959,658.348,36,61.261
BridgeSlope_Simple (1),0.033,658.359,658.392,4,23.705
Terrain,0.011,658.404,658.415,2,23.137
BridgeSlope_Simple (1),0.7,658.426,659.126,64,23.552
store2,0.277,659.137,659.414,26,12.26
BridgeSlope_Simple (1),0.0,659.426,659.426,1,25.771
Terrain,0.245,659.436,659.681,23,18.485
store2,0.666,659.692,660.358,61,10.744
Pavement_D_A (1),0.0,660.369,660.369,1,23.808
Terrain,0.311,660.381,660.692,29,10.675
store2,0.411,660.702,661.113,38,10.065
BridgeSlope_Simple (1),0.833,661.124,661.957,69,19.91
retirementHome2,0.0,661.969,661.969,1,58.07
5 (3),0.0,661.98,661.98,1,64.516
Sky,0.266,661.991,662.257,25,186.173
BridgeSlope_Simple (1),0.322,662.269,662.591,30,20.443
store2,0.266,662.702,662.968,25,8.446
Terrain,0.822,662.979,663.801,75,9.168
PlantPot_A (10),0.411,663.812,664.223,38,9.899
Terrain,0.522,664.234,664.756,48,10.052
BridgeSlope_Simple (1),0.888,664.768,665.656,81,15.781
Terrain,0.966,665.667,666.633,85,8.292
BridgeSlope_Simple (1),0.889,666.644,667.533,81,13.636
Terrain,1.244,667.544,668.788,113,10.14
Pavement_D_A (1),0.011,668.799,668.81,2,22.855
Bush_b1_4x4x4_PF_baked_single (2),0.033,668.821,668.854,4,26.104
Pavement_D_A (1),0.0,668.866,668.866,1,25.452
Bush_b1_4x4x4_PF_baked_single (2),0.233,668.877,669.11,22,25.626
Pavement_D_A (1),0.0,669.121,669.121,1,21.527
Terrain,0.056,669.132,669.188,6,9.864
store2,0.011,669.199,669.21,2,2.27
Terrain,0.011,669.221,669.232,2,9.446
store2,0.011,669.243,669.254,2,2.232
Terrain,0.134,669.265,669.399,13,9.032
store2,0.144,669.41,669.554,14,1.969
Pavement_D_A (1),1.422,669.565,670.987,129,15.062
store2,0.477,670.998,671.475,44,15.562
Pavement_D_A (1),0.0,671.486,671.486,1,19.154
store2,0.011,671.498,671.509,2,7.519
Terrain,0.0,671.52,671.52,1,7.774
store2,0.0,671.531,671.531,1,7.597
Terrain,0.0,671.542,671.542,1,7.689
store2,0.267,671.553,671.82,25,6.669
Terrain,0.0,671.831,671.831,1,8.154
Pavement_D_A (1),0.611,671.842,672.453,56,15.519
Terrain,0.699,672.464,673.163,64,6.37
Pavement_D_A (1),0.0,673.175,673.175,1,9.06
Terrain,0.0,673.186,673.186,1,8.343
Pavement_D_A (1),0.422,673.197,673.619,39,11.083
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,673.63,673.63,1,33.766
PlantPot_D_V02,0.0,673.641,673.641,1,33.067
house8,0.0,673.652,673.652,1,51.771
PlantPot_B_V01,0.0,673.663,673.663,1,33.462
SingleStraightPrefab (6),0.0,673.674,673.674,1,48.241
house8,0.266,673.686,673.952,25,51.58
Pavement_D_A (1),0.022,673.963,673.985,3,15.211
Terrain,0.245,673.996,674.241,23,6.509
Pavement_D_A (1),0.011,674.252,674.263,2,11.447
store2,0.222,674.274,674.496,21,17.649
Pavement_D_A (1),0.0,674.507,674.507,1,22.105
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.012,674.518,674.53,2,32.788
house8,0.244,674.541,674.785,23,50.65
Bridge_Simple_Straight (2),0.833,674.796,675.629,76,35.176
Sky (2),0.933,675.64,676.573,85,205.38
house8,0.0,676.584,676.584,1,48.504
baum ld0(enhanced),0.0,676.595,676.595,1,29.987
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.056,676.606,676.662,6,30.298
house8,0.011,676.673,676.684,2,48.321
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.145,676.695,676.84,14,30.224
house8,0.011,676.851,676.862,2,48.12
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.022,676.873,676.895,3,30.23
house8,0.012,676.906,676.918,2,48.054
Pavement_D_A,0.011,676.929,676.94,2,24.602
Pavement_D_A (1),0.0,676.951,676.951,1,19.708
Pavement_D_A,0.0,676.962,676.962,1,23.157
Pavement_D_A (1),0.078,676.973,677.051,8,19.748
Pavement_D_A,0.133,677.062,677.195,13,24.62
Pavement_D_A (1),0.045,677.206,677.251,5,18.998
Pavement_D_A,0.0,677.262,677.262,1,26.358
PlantPot_B_V01 (1),0.0,677.273,677.273,1,29.68
PlantPot_D_V01,0.522,677.284,677.806,48,28.966
Pavement_D_A,0.0,677.817,677.817,1,29.331
Pavement_D_A (1),0.378,677.828,678.206,35,11.339
Terrain,0.189,678.217,678.406,18,2.726
Pavement_D_A (1),0.833,678.417,679.25,76,6.458
PlantPot_B_V03 (1),0.0,679.261,679.261,1,28.86
Bridge_Simple_Straight (2),0.078,679.272,679.35,4,43.299
Sky (2),0.322,679.361,679.683,30,202.103
Bridge_Simple_Straight (2),0.0,679.694,679.694,1,51.433
baum ld0(enhanced),0.0,679.705,679.705,1,28.83
retirementHome2 (2),0.0,679.716,679.716,1,67.803
Bush_qilgP2_6x6x4_PF (42),0.234,679.727,679.961,22,28.411
Bridge_Simple_Straight (2),0.0,679.972,679.972,1,26.243
Bush_qilgP2_6x6x4_PF (43),0.011,679.983,679.994,2,23.275
Bush_qilgP2_6x6x4_PF (42),0.011,680.005,680.016,2,20.989
Bush_qilgP2_6x6x4_PF (43),0.0,680.027,680.027,1,22.966
Bush_qilgP2_6x6x4_PF (42),0.611,680.038,680.649,56,20.726
Bush_qilgP2_6x6x4_PF (43),0.0,680.66,680.66,1,24.096
Bridge_Simple_Straight (2),0.178,680.671,680.849,17,28.491
retirementHome2 (2),0.0,680.86,680.86,1,60.537
Bridge_Simple_Straight (2),0.3,680.871,681.171,28,19.59
BridgeSlope_Simple (1),0.311,681.182,681.493,29,11.503
retirementHome2,0.056,681.504,681.56,6,64.135
B22 1 (2),0.167,681.571,681.738,16,35.611
retirementHome2,0.0,681.749,681.749,1,60.383
BridgeSlope_Simple (1),0.311,681.76,682.071,29,10.942
Bridge_Simple_Straight (2),0.044,682.082,682.126,5,20.857
Pavement_D_A (1),0.0,682.137,682.137,1,5.865
Bridge_Simple_Straight (2),0.267,682.204,682.471,25,26.694
retirementHome2 (2),0.0,682.482,682.482,1,60.413
Bridge_Simple_Straight (2),0.0,682.493,682.493,1,27.48
Bush_qilgP2_6x6x4_PF (42),0.2,682.504,682.704,19,20.653
Bridge_Simple_Straight (2),0.0,682.715,682.715,1,28.21
retirementHome2 (2),0.011,682.726,682.737,2,59.801
Bridge_Simple_Straight (2),0.011,682.748,682.759,2,25.863
retirementHome2 (2),0.233,682.77,683.003,22,65.573
Bridge_Simple_Straight (2),0.022,683.015,683.037,3,33.616
retirementHome2 (2),0.011,683.048,683.059,2,67.268
retirementHome2,0.233,683.07,683.303,22,67.566
Bridge_Simple_Straight (2),0.21,683.315,683.525,20,18.701
Sky,0.311,683.537,683.848,29,151.982
Bridge_Simple_Straight (2),0.633,683.859,684.492,58,22.775
retirementHome2 (2),0.0,684.503,684.503,1,59.25
Bridge_Simple_Straight (2),0.0,684.514,684.514,1,25.312
retirementHome2 (2),0.0,684.525,684.525,1,66.667
baum ld1(enhanced),0.0,684.536,684.536,1,28.953
Bush_qilgP2_6x6x4_PF (44),0.0,684.547,684.547,1,49.31
baum ld1(enhanced),0.011,684.559,684.57,2,29.107
Bush_qilgP2_6x6x4_PF (44),0.033,684.581,684.614,4,50.067
Bridge_Simple_Straight (2),0.0,684.625,684.625,1,53.604
Bush_qilgP2_6x6x4_PF (44),0.056,684.636,684.692,6,49.831
Bridge_Simple_Straight (2),0.0,684.703,684.703,1,53.628
retirementHome2 (2),0.011,684.714,684.725,2,88.05
Bridge_Simple_Straight (2),0.0,684.736,684.736,1,51.099
house8,0.189,684.747,684.936,18,46.357
baum ld2(enhanced) (1),0.0,684.947,684.947,1,27.932
baum ld1(enhanced),0.0,684.958,684.958,1,28.469
store2,0.123,684.969,685.092,12,21.563
cardboardBox01,0.011,685.103,685.114,2,21.043
store2,0.033,685.125,685.158,4,22.229
cardboardBox01,0.256,685.169,685.425,24,21.051
store2,0.011,685.436,685.447,2,23.714
cardboardBox01,0.033,685.458,685.491,4,21.092
Pavement_D_A,0.0,685.503,685.503,1,22.083
store2,0.112,685.513,685.625,11,14.69
Pavement_D_A (1),0.011,685.636,685.647,2,20.363
Pavement_D_A,0.022,685.658,685.68,3,21.325
Pavement_D_A (1),0.0,685.691,685.691,1,20.889
Pavement_D_A,0.0,685.702,685.702,1,21.544
store2,0.0,685.713,685.713,1,22.077
Pavement_D_A (1),0.0,685.724,685.724,1,20.303
store2,0.033,685.736,685.769,4,22.175
Pavement_D_A,0.011,685.78,685.791,2,21.511
store2,0.023,685.802,685.825,3,13.186
Pavement_D_A (1),0.0,685.836,685.836,1,20.04
store2,0.111,685.847,685.958,11,13.089
Pavement_D_A (1),0.0,685.969,685.969,1,20.459
store2,0.0,685.98,685.98,1,13.273
Pavement_D_A (1),0.0,685.991,685.991,1,20.253
Pavement_D_A,0.0,686.002,686.002,1,21.182
Pavement_D_A (1),0.021,686.014,686.035,3,20.951
Pavement_D_A,0.0,686.047,686.047,1,21.318
Pavement_D_A (1),0.011,686.058,686.069,2,20.544
store2,0.0,686.08,686.08,1,26.092
PlantPot_B_V03,0.0,686.091,686.091,1,27.811
