HON,length,start,end,hits,distance
NPC-4628,0.0,251.309,251.309,1,6.189
PlantPot_A,0.0,251.32,251.32,1,6.677
NPC-4628,0.754,251.331,252.085,69,5.687
NPC-4629,0.499,252.096,252.595,46,5.554
NPC-4628,0.0,252.607,252.607,1,5.296
PlantPot_A,0.399,252.618,253.017,37,5.92
Terrain,0.2,253.028,253.228,19,5.809
SingleStraightPrefab (2),0.0,253.239,253.239,1,42.128
Bush_qilgP2_6x6x4_PF (24),0.01,253.251,253.261,2,53.228
Park_Streight (2),0.0,253.273,253.273,1,51.233
Bush_qilgP2_6x6x4_PF (24),0.244,253.284,253.528,23,53.344
Bush_qilgP2_6x6x4_PF (16),0.0,253.539,253.539,1,67.573
baum ld0(enhanced),0.0,253.55,253.55,1,59.586
SingleStraightPrefab (2),0.0,253.561,253.561,1,42.667
Park_Streight (2),0.0,253.572,253.572,1,52.958
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,253.584,253.584,1,53.921
Juniper_Bush_01_Var5_baked_single (9),0.0,253.595,253.595,1,61.747
Park_Streight (2),0.0,253.607,253.607,1,59.634
Bush_qilgP2_6x6x4_PF (16),0.0,253.619,253.619,1,67.353
Park_Streight (2),0.055,253.631,253.686,6,55.467
Park_Streight (1),0.0,253.697,253.697,1,73.131
baum ld0(enhanced),0.0,253.709,253.709,1,78.223
streetLight2 (30),0.0,253.719,253.719,1,27.35
Park_Sidewalk_Corner_B,0.0,253.731,253.731,1,65.226
Park_Streight (2),0.0,253.742,253.742,1,58.354
baum ld0(enhanced),0.034,253.754,253.788,4,64.06
Park_Streight (2),0.011,253.799,253.81,2,55.183
Park_Sidewalk_Corner_B,0.0,253.821,253.821,1,66.819
Park_Streight (1),0.0,253.832,253.832,1,73.777
baum ld0(enhanced),0.044,253.842,253.886,5,59.156
SingleStraightPrefab (2),0.0,253.897,253.897,1,44.092
Terrain,0.0,253.909,253.909,1,30.744
PlantPot_A (5),0.011,253.92,253.931,2,22.339
PlantPot_A,0.067,253.942,254.009,7,5.032
PlantPot_A (5),0.0,254.02,254.02,1,22.052
PlantPot_A,0.0,254.031,254.031,1,5.162
PlantPot_A (5),0.143,254.043,254.186,14,21.896
Terrain,0.0,254.198,254.198,1,29.45
Bush_qilgP2_6x6x4_PF (16),0.0,254.209,254.209,1,66.504
baum ld1 mobile (4),0.0,254.22,254.22,1,63.614
bollard2 (17),0.0,254.231,254.231,1,113.55
streetLight2 (31),0.342,254.242,254.584,32,13.446
retirementHome1,0.0,254.595,254.595,1,170.496
Bush_qilgP2_6x6x4_PF (15),0.056,254.607,254.663,6,70.096
streetLight01,0.0,254.674,254.674,1,63.616
baum ld0(enhanced),0.033,254.685,254.718,4,70.663
B18 1 (4),0.0,254.729,254.729,1,107.852
baum ld0(enhanced),0.209,254.74,254.949,20,70.65
streetLight2 (11),0.0,254.961,254.961,1,48.646
baum ld0 mobile (3),0.0,254.972,254.972,1,71.259
retirementHome1,0.0,254.983,254.983,1,172.081
baum ld0(enhanced),0.0,254.994,254.994,1,52.504
streetLight2 (13),0.0,255.005,255.005,1,37.983
baum ld1 mobile (4),0.0,255.016,255.016,1,62.366
baum ld0(enhanced),0.1,255.027,255.127,10,53.1
baum ld1 mobile (4),0.012,255.139,255.151,2,62.26
Bush_qilgP2_6x6x4_PF (24),0.0,255.162,255.162,1,50.675
Combined_2 (2),0.0,255.173,255.173,1,93.957
Park_Streight (2),0.0,255.185,255.185,1,47.753
PlantPot_A (5),0.0,255.196,255.196,1,19.811
trashcan_squarePrefab,0.0,255.207,255.207,1,18.832
PlantPot_A (5),0.0,255.219,255.219,1,19.776
trashcan_squarePrefab,0.243,255.23,255.473,23,18.563
PlantPot_A (5),0.0,255.484,255.484,1,19.397
trashcan_squarePrefab,0.0,255.496,255.496,1,18.756
PlantPot_A (5),0.021,255.507,255.528,3,19.335
trashcan_squarePrefab,0.0,255.539,255.539,1,18.209
PlantPot_A (5),0.0,255.55,255.55,1,19.76
trashcan_squarePrefab,0.055,255.561,255.616,6,18.17
PlantPot_A (5),0.0,255.626,255.626,1,19.454
trashcan_squarePrefab,0.0,255.638,255.638,1,18.096
PlantPot_A (5),0.0,255.648,255.648,1,19.432
trashcan_squarePrefab,0.124,255.66,255.784,12,17.968
PlantPot_A (5),0.011,255.795,255.806,2,19.409
NPC-619,0.0,255.817,255.817,1,23.497
PlantPot_A (5),0.288,255.828,256.116,27,19.795
NPC-619,0.0,256.127,256.127,1,23.103
House1,0.324,256.139,256.463,30,67.288
powerCabinet,0.011,256.474,256.485,2,33.289
Terrain,0.0,256.496,256.496,1,24.631
powerCabinet,0.277,256.507,256.784,26,33.012
Terrain,0.0,256.795,256.795,1,33.948
materialE150,0.0,256.806,256.806,1,47.003
House_1,0.0,256.817,256.817,1,79.398
Park_Corner_A (2),0.0,256.829,256.829,1,54.475
Bush_qilgY2_2x2x4_PF_baked_single,0.045,256.839,256.884,5,60.233
Park_Corner_A (2),0.077,256.895,256.972,8,53.456
materialA150,0.0,256.983,256.983,1,48.069
Bush_qilgY2_2x2x4_PF_baked_single,0.011,256.995,257.006,2,59.626
streetLight2 (16),0.0,257.017,257.017,1,40.569
streetLight1Prefab (18),0.0,257.028,257.028,1,50.231
House_1,0.011,257.039,257.05,2,69.289
Bush_qilgY2_2x2x4_PF_baked_single,0.033,257.061,257.094,4,57.894
streetLight1Prefab (18),0.0,257.105,257.105,1,50.116
House_1,0.0,257.117,257.117,1,69.824
streetLight1Prefab (18),0.0,257.128,257.128,1,50.088
House_1,0.0,257.14,257.14,1,69.69
streetLight1Prefab (18),0.0,257.15,257.15,1,50.077
House_1,0.0,257.161,257.161,1,69.743
Bush_qilgY2_2x2x4_PF_baked_single,0.0,257.173,257.173,1,57.445
House_1,0.11,257.184,257.294,11,69.125
Bush_qilgY2_2x2x4_PF_baked_single,0.0,257.305,257.305,1,57.62
House_1,0.0,257.316,257.316,1,70.521
materialA150,0.0,257.328,257.328,1,46.663
Terrain,0.321,257.338,257.659,30,24.148
materialA150,0.0,257.67,257.67,1,42.542
powerCabinet,0.0,257.681,257.681,1,31.348
Bush_b1_4x4x4_PF_baked_single (1),0.022,257.693,257.715,3,47.987
Park_Corner_A (2),0.011,257.725,257.736,2,46.374
Bush_b1_4x4x4_PF_baked_single (1),0.0,257.748,257.748,1,48.14
Park_Corner_A (2),0.0,257.758,257.758,1,46.552
Bush_b1_4x4x4_PF_baked_single (1),0.0,257.769,257.769,1,48.428
Park_Corner_A (2),0.057,257.78,257.837,6,46.748
materialC150,0.0,257.848,257.848,1,43.547
Park_Corner_A (2),0.066,257.86,257.926,7,45.905
powerCabinet,0.022,257.937,257.959,3,31.096
Terrain,0.156,257.97,258.126,15,28.393
powerCabinet,0.033,258.137,258.17,4,30.88
Park_Corner_A (2),0.0,258.181,258.181,1,45.459
PlantPot_A (5),0.288,258.193,258.481,27,15.426
Bush_qilgP2_6x6x4_PF (20),0.0,258.492,258.492,1,55.681
Park_Sidewalk_Corner_B (1),0.0,258.503,258.503,1,53.896
baum ld2(enhanced),0.0,258.514,258.514,1,48.05
Bush_qilgP2_6x6x4_PF (20),0.0,258.525,258.525,1,55.466
PlantPot_A (5),0.166,258.536,258.702,16,15.745
Bush_qilgP2_6x6x4_PF (20),0.0,258.713,258.713,1,55.452
RedBush_Var1_Prefab_baked_single (4),0.0,258.725,258.725,1,46.905
SingleStraightPrefab (2),0.002,258.746,258.748,2,37.966
Park_Streight (2),0.0,258.759,258.759,1,42.106
DmaterialC150,0.0,258.769,258.769,1,41.597
Park_Streight (2),0.145,258.78,258.925,14,41.915
Bush_qilgP2_6x6x4_PF (20),0.0,258.936,258.936,1,55.073
PlantPot_A (5),0.011,258.947,258.958,2,14.059
materialE150,0.0,258.969,258.969,1,40.455
Terrain,0.0,258.98,258.98,1,31.583
Park_Corner_A (2),0.011,258.991,259.002,2,50.811
materialA150,0.023,259.013,259.036,3,41.966
materialC150,0.0,259.047,259.047,1,32.269
Terrain,0.524,259.058,259.582,48,24.468
Bush_qilgP2_6x6x4_PF (53),0.0,259.593,259.593,1,33.32
Terrain,0.099,259.604,259.703,10,27.923
Bush_qilgP2_6x6x4_PF (53),0.0,259.715,259.715,1,33.127
Terrain,0.0,259.726,259.726,1,31.835
Bush_qilgP2_6x6x4_PF (53),0.089,259.737,259.826,9,32.69
materialC150,0.0,259.837,259.837,1,38.362
Terrain,0.0,259.848,259.848,1,26.994
House_1,0.0,259.859,259.859,1,70.522
Bush_qilgP2_6x6x4_PF (25),0.0,259.87,259.87,1,54.741
RedBush_Var1_Prefab_baked_single,0.0,259.881,259.881,1,45.874
streetLight2 (15),0.0,259.893,259.893,1,29.761
PlantPot_A (5),0.189,259.904,260.093,18,12.743
streetLight2 (15),0.0,260.105,260.105,1,29.381
Bush_b1_4x4x4_PF_baked_single (1),0.0,260.116,260.116,1,43.571
streetLight2 (15),0.131,260.127,260.258,13,29.189
Bush_b1_4x4x4_PF_baked_single (1),0.0,260.269,260.269,1,43.454
House_1,0.0,260.28,260.28,1,80.4
Bush_qilgY2_2x2x4_PF_baked_single,0.012,260.291,260.303,2,50.746
Bush_qilgP2_6x6x4_PF (53),0.287,260.314,260.601,26,31.134
House_2,0.466,260.612,261.078,43,56.845
Bush_qilgP2_6x6x4_PF (51),0.0,261.089,261.089,1,30.252
Bush_b1_4x4x4_PF_baked_single (1),0.358,261.1,261.458,34,28.98
Bush_qilgP2_6x6x4_PF (51),0.0,261.469,261.469,1,29.799
House_2,0.235,261.491,261.726,23,49.608
Book,0.443,261.747,262.19,40,8.128
Sky,0.19,262.201,262.391,18,119.597
Book,0.011,262.401,262.412,2,7.155
Sky,0.0,262.424,262.424,1,210.48
House_2,0.0,262.446,262.446,1,48.871
Bush_qilgP2_6x6x4_PF (51),0.0,262.457,262.457,1,27.854
Terrain,0.266,262.468,262.734,25,19.248
New_NPC (482),0.011,262.745,262.756,2,22.565
Terrain,0.078,262.767,262.845,8,21.934
New_NPC (482),0.1,262.856,262.956,10,22.3
Bush_qilgP2_6x6x4_PF (52),0.0,262.967,262.967,1,24.578
New_NPC (482),0.167,262.978,263.145,16,21.935
New_NPC (480),0.334,263.156,263.49,31,21.045
NPC-4608,0.509,263.502,264.011,47,5.013
B027,0.156,264.023,264.179,15,3.128
NPC-4608,0.236,264.19,264.426,23,4.864
Terrain,0.01,264.437,264.447,2,10.221
New_NPC (480),0.012,264.459,264.471,2,19.948
face_480,0.0,264.481,264.481,1,20.101
New_NPC (480),0.022,264.492,264.514,3,19.949
Bush_qilgP2_6x6x4_PF (52),0.011,264.534,264.545,2,22.744
New_NPC (480),0.022,264.556,264.578,3,19.839
Bush_qilgP2_6x6x4_PF (52),0.177,264.588,264.765,17,22.607
New_NPC (480),0.0,264.777,264.777,1,19.619
Bush_qilgP2_6x6x4_PF (55),0.0,264.787,264.787,1,22.886
Cathedral,0.0,264.799,264.799,1,75.606
baum ld0(enhanced) (1),0.246,264.81,265.056,23,22.154
Fountain01,0.0,265.067,265.067,1,58.64
Cathedral,0.0,265.078,265.078,1,87.88
House_2,0.145,265.089,265.234,14,58.549
Bush_qilgP2_6x6x4_PF (51),0.0,265.245,265.245,1,23.994
Bush_b1_4x4x4_PF_baked_single (1),0.034,265.256,265.29,4,22.75
Bush_qilgP2_6x6x4_PF (51),0.022,265.301,265.323,3,24.291
Bush_b1_4x4x4_PF_baked_single (1),0.0,265.334,265.334,1,22.898
Bush_qilgP2_6x6x4_PF (51),0.066,265.346,265.412,7,24.362
Bush_b1_4x4x4_PF_baked_single (1),0.0,265.423,265.423,1,22.472
House_2,0.577,265.512,266.089,38,50.534
Cathedral,0.0,266.1,266.1,1,86.679
Bush_qilgP2_6x6x4_PF (52),0.034,266.111,266.145,4,20.755
New_NPC (480),0.011,266.156,266.167,2,17.48
Bush_qilgP2_6x6x4_PF (52),0.211,266.178,266.389,20,20.347
New_NPC (482),0.0,266.4,266.4,1,17.494
PlantPot_B_V02 (1),0.0,266.411,266.411,1,54.059
Cathedral,0.444,266.423,266.867,41,74.153
7 (2),0.0,266.878,266.878,1,65.642
baum ld0(enhanced) (1),0.0,266.889,266.889,1,19.392
7 (2),0.0,266.9,266.9,1,64.291
Bush_qilgP2_6x6x4_PF (54),0.0,266.911,266.911,1,17.956
7 (2),0.0,266.922,266.922,1,64.17
Bush_qilgP2_6x6x4_PF (54),0.033,266.934,266.967,4,17.853
7 (2),0.0,266.978,266.978,1,64.07
Bush_qilgP2_6x6x4_PF (54),0.0,266.99,266.99,1,18.316
7 (2),0.765,267.0,267.765,70,63.8
Bush_qilgP2_6x6x4_PF (52),0.0,267.776,267.776,1,18.08
New_NPC (482),0.0,267.787,267.787,1,15.123
Bush_qilgP2_6x6x4_PF (52),0.168,267.798,267.966,16,17.573
New_NPC (482),0.257,267.977,268.234,24,14.508
Cathedral,0.0,268.245,268.245,1,71.131
face_480,0.0,268.256,268.256,1,14.082
New_NPC (480),0.233,268.267,268.5,22,13.821
Bush_qilgP2_6x6x4_PF (52),0.022,268.511,268.533,3,17.21
New_NPC (480),0.046,268.544,268.59,5,13.548
face_480,0.0,268.6,268.6,1,13.541
New_NPC (480),0.233,268.611,268.844,22,13.188
Bush_qilgP2_6x6x4_PF (52),0.0,268.856,268.856,1,16.53
New_NPC (482),0.0,268.867,268.867,1,13.25
Bush_qilgP2_6x6x4_PF (52),0.022,268.878,268.9,3,15.704
New_NPC (482),0.0,268.911,268.911,1,13.156
Bush_qilgP2_6x6x4_PF (52),0.011,268.922,268.933,2,15.624
New_NPC (482),0.123,268.944,269.067,12,12.997
Bush_qilgP2_6x6x4_PF (52),0.0,269.078,269.078,1,14.968
Bush_qilgP2_6x6x4_PF (51),0.0,269.089,269.089,1,17.359
Bush_b1_4x4x4_PF_baked_single (1),0.0,269.1,269.1,1,16.326
Bush_qilgP2_6x6x4_PF (53),0.277,269.111,269.388,26,16.582
streetLight1Prefab (18),0.0,269.477,269.477,1,29.735
Bush_qilgY2_2x2x4_PF_baked_single,0.2,269.488,269.688,19,36.186
House_1,0.022,269.699,269.721,3,58.535
Park_Corner_A (2),0.0,269.733,269.733,1,37.198
House_1,0.0,269.743,269.743,1,60.219
Terrain,0.0,269.755,269.755,1,62.312
House_1,0.022,269.766,269.788,3,62.744
Bust,0.0,269.799,269.799,1,47.077
House_1,0.034,269.81,269.844,4,62.625
Bust,0.011,269.855,269.866,2,47.226
House_1,0.023,269.876,269.899,3,63.841
Bust,0.0,269.91,269.91,1,46.891
Bush_qilgY2_2x2x4_PF_baked_single,0.0,269.921,269.921,1,81.997
apartment3,0.554,269.932,270.486,51,81.957
House1,0.011,270.496,270.507,2,46.012
RedBush_Var1_Prefab_baked_single,0.0,270.519,270.519,1,31.124
Bush_b1_4x4x4_PF_baked_single (1),0.0,270.529,270.529,1,29.798
Park_Corner_A (2),0.0,270.541,270.541,1,27.732
Bush_b1_4x4x4_PF_baked_single (1),0.122,270.552,270.674,12,29.837
Park_Streight (2),0.0,270.685,270.685,1,27.576
materialC150,0.0,270.696,270.696,1,25.359
powerCabinet,0.034,270.707,270.741,4,13.638
SingleStraightPrefab (2),0.022,270.752,270.774,3,23.187
Park_Streight (2),0.0,270.785,270.785,1,27.652
materialC150,0.0,270.796,270.796,1,26.922
SingleStraightPrefab (2),0.033,270.807,270.84,4,23.472
powerCabinet,0.023,270.851,270.874,3,13.884
SingleStraightPrefab (2),0.0,270.886,270.886,1,21.411
powerCabinet,0.0,270.897,270.897,1,13.366
materialC150,0.0,270.908,270.908,1,24.284
Bench_A,0.0,270.919,270.919,1,31.167
Bush_b1_4x4x4_PF_baked_single (1),0.189,270.931,271.12,18,28.565
RedBush_Var1_Prefab_baked_single,0.0,271.131,271.131,1,29.85
Park_Corner_A (2),0.0,271.142,271.142,1,28.967
materialA150,0.222,271.153,271.375,21,21.089
Park_Corner_A (2),0.022,271.387,271.409,3,28.213
materialC150,0.0,271.42,271.42,1,27.717
Park_Corner_A (2),0.045,271.431,271.476,5,28.006
materialC150,0.011,271.487,271.498,2,27.039
Park_Corner_A (2),0.144,271.509,271.653,14,27.663
materialC150,0.0,271.664,271.664,1,27.186
Park_Corner_A (2),0.0,271.675,271.675,1,27.464
materialC150,0.023,271.686,271.709,3,27.146
Park_Corner_A (2),0.044,271.72,271.764,5,27.38
materialE150,0.0,271.775,271.775,1,23.213
materialC150,0.0,271.786,271.786,1,24.173
RedBush_Var1_Prefab_baked_single,0.0,271.798,271.798,1,28.636
Bush_b1_4x4x4_PF_baked_single (1),0.0,271.809,271.809,1,27.28
Park_Corner_A (2),0.011,271.82,271.831,2,25.684
Park_Streight (2),0.0,271.842,271.842,1,26.756
Bush_b1_4x4x4_PF_baked_single (1),0.0,271.853,271.853,1,27.575
Park_Corner_A (2),0.201,271.864,272.065,19,25.538
Bush_b1_4x4x4_PF_baked_single (1),0.0,272.076,272.076,1,27.916
Bush_qilgP2_6x6x4_PF (21),0.299,272.087,272.386,28,37.116
materialC150,0.0,272.397,272.397,1,23.506
materialA150,0.089,272.408,272.497,9,17.903
materialE150,0.0,272.508,272.508,1,21.505
materialA150,0.177,272.52,272.697,17,18.297
materialC150,0.0,272.708,272.708,1,11.951
Terrain,0.5,272.719,273.219,46,9.731
materialC150,0.0,273.23,273.23,1,12.81
materialA150,0.0,273.242,273.242,1,20.268
materialC150,0.0,273.253,273.253,1,24.09
Park_Streight (2),0.0,273.264,273.264,1,24.517
materialC150,0.011,273.275,273.286,2,22.942
Park_Streight (2),0.0,273.297,273.297,1,24.504
materialA150,0.023,273.308,273.331,3,20.365
materialE150,0.0,273.342,273.342,1,20.999
materialA150,0.0,273.353,273.353,1,20.89
materialE150,0.0,273.364,273.364,1,20.96
materialA150,0.022,273.375,273.397,3,20.874
materialE150,0.045,273.408,273.453,5,20.864
materialA150,0.0,273.464,273.464,1,20.782
materialE150,0.011,273.475,273.486,2,20.782
Bench_A,0.0,273.497,273.497,1,27.92
Bush_qilgP2_6x6x4_PF (21),0.0,273.508,273.508,1,35.936
Bench_A,0.0,273.519,273.519,1,28.223
Bush_qilgP2_6x6x4_PF (21),0.311,273.53,273.841,29,35.536
Bench_A,0.0,273.852,273.852,1,27.268
Park_Streight (2),0.0,273.863,273.863,1,23.405
materialC150,0.0,273.875,273.875,1,21.221
powerCabinet,0.455,273.886,274.341,42,9.352
Bush_qilgP2_6x6x4_PF (22),0.0,274.407,274.407,1,40.137
RedBush_Var1_Prefab_baked_single (4),0.033,274.419,274.452,4,30.477
streetLight2 (15),0.0,274.463,274.463,1,12.617
RedBush_Var1_Prefab_baked_single (4),0.0,274.474,274.474,1,30.535
streetLight2 (15),0.089,274.485,274.574,9,12.559
powerCabinet,0.0,274.585,274.585,1,10.084
streetLight2 (15),0.045,274.596,274.641,5,12.503
RedBush_Var1_Prefab_baked_single (4),0.0,274.652,274.652,1,30.933
Bush_qilgP2_6x6x4_PF (24),0.011,274.663,274.674,2,30.828
baum ld0(enhanced),0.0,274.685,274.685,1,39.882
Bench_A (1),0.011,274.696,274.707,2,57.431
Park_Streight (1),0.0,274.718,274.718,1,56.893
Park_Sidewalk_Corner_B,0.0,274.729,274.729,1,46.824
Bush_qilgP2_6x6x4_PF (24),0.011,274.741,274.752,2,31.97
Bench_A (1),0.0,274.763,274.763,1,57.439
baum ld0(enhanced),0.0,274.774,274.774,1,39.87
Bush_qilgP2_6x6x4_PF (24),0.056,274.785,274.841,6,31.739
Park_Streight (2),0.034,274.851,274.885,4,38.034
Bench_A (1),0.0,274.896,274.896,1,57.424
Park_Streight (1),0.0,274.907,274.907,1,56.413
Bench_A (1),0.0,274.918,274.918,1,57.429
Bush_b1_4x4x4_PF_baked_single (4),0.0,274.929,274.929,1,58.852
baum ld1 mobile (4),0.0,274.94,274.94,1,48.39
Bush_b1_4x4x4_PF_baked_single (4),0.0,274.951,274.951,1,58.903
baum ld1 mobile (4),0.0,274.962,274.962,1,48.582
Bush_b1_4x4x4_PF_baked_single (4),0.022,274.974,274.996,3,58.943
baum ld1 mobile (4),0.0,275.007,275.007,1,47.873
Bush_qilgP2_6x6x4_PF (24),0.0,275.018,275.018,1,30.314
RedBush_Var1_Prefab_baked_single (4),0.0,275.029,275.029,1,31.328
Combined_2 (2),0.0,275.04,275.04,1,74.64
Park_Sidewalk_Corner_B (1),0.0,275.051,275.051,1,32.624
Park_Streight (2),0.011,275.063,275.074,2,25.643
Bench_A,0.033,275.085,275.118,4,26.959
Park_Streight (2),0.089,275.129,275.218,9,23.066
materialC150,0.0,275.229,275.229,1,21.682
Park_Streight (2),0.077,275.241,275.318,8,24.383
Bench_A,0.012,275.329,275.341,2,27.028
Park_Streight (2),0.0,275.351,275.351,1,26.307
Bench_A,0.0,275.362,275.362,1,27.042
Park_Streight (2),0.023,275.373,275.396,3,24.872
powerCabinet,0.0,275.407,275.407,1,8.864
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,275.418,275.418,1,30.057
Bush_qilgP2_6x6x4_PF (24),0.011,275.429,275.44,2,30.802
Park_Streight (1),0.0,275.451,275.451,1,64.241
Park_Streight (2),0.011,275.462,275.473,2,38.621
Park_Streight (1),0.0,275.484,275.484,1,63.852
Busstop (1),0.0,275.495,275.495,1,92.359
baum ld2(enhanced),0.0,275.506,275.506,1,56.972
Park_Streight (1),0.0,275.517,275.517,1,56.228
SingleTPrefab,0.0,275.528,275.528,1,91.662
baum ld1 mobile (4),0.056,275.539,275.595,6,46.437
Busstop (1),0.0,275.606,275.606,1,92.425
baum ld1 mobile (4),0.045,275.617,275.662,5,46.594
Busstop (1),0.0,275.673,275.673,1,93.069
streetLight2 (12),0.0,275.684,275.684,1,31.053
Park_Streight (3),0.01,275.696,275.706,2,42.264
SingleStraightPrefab (2),0.0,275.717,275.717,1,30.049
Park_Streight (3),0.0,275.728,275.728,1,38.27
SingleStraightPrefab (2),0.0,275.739,275.739,1,32.237
Park_Streight (3),0.012,275.75,275.762,2,38.559
SingleStraightPrefab (2),0.0,275.773,275.773,1,26.862
DmaterialC150,0.0,275.784,275.784,1,35.649
Park_Streight (3),0.011,275.795,275.806,2,41.908
SingleZebraPrefab,0.0,275.817,275.817,1,38.705
Park_Streight (3),0.011,275.828,275.839,2,39.245
SingleZebraPrefab,0.045,275.851,275.896,5,37.908
Park_Streight (3),0.0,275.907,275.907,1,39.556
SingleZebraPrefab,0.033,275.918,275.951,4,36.84
Park_Streight (3),0.0,275.962,275.962,1,39.722
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,275.973,275.973,1,50.039
B18 1 (4),0.0,275.985,275.985,1,102.424
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,275.996,275.996,1,50.189
B18 1 (4),0.0,276.007,276.007,1,102.966
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.022,276.018,276.04,3,50.114
baum ld1(enhanced),0.033,276.051,276.084,4,72.781
baum ld0(enhanced),0.0,276.096,276.096,1,62.169
B18 1 (4),0.011,276.107,276.118,2,102.29
baum ld1(enhanced),0.0,276.129,276.129,1,72.678
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,276.14,276.151,2,50.257
baum ld1(enhanced),0.011,276.162,276.173,2,72.607
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,276.184,276.195,2,50.206
baum ld1(enhanced),0.067,276.206,276.273,7,72.523
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,276.284,276.284,1,50.492
baum ld1(enhanced),0.0,276.295,276.295,1,72.353
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,276.306,276.317,2,50.142
baum ld1(enhanced),0.022,276.329,276.351,3,72.765
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,276.362,276.373,2,50.049
baum ld1(enhanced),0.022,276.384,276.406,3,72.761
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,276.417,276.417,1,50.235
baum ld1(enhanced),0.0,276.428,276.428,1,71.98
baum ld0(enhanced),0.0,276.44,276.44,1,39.819
Combined_apartment1 (1),0.0,276.451,276.451,1,123.759
baum ld1 mobile (4),0.066,276.462,276.528,7,45.019
Busstop (1),0.045,276.539,276.584,5,92.524
baum ld1 mobile (4),0.223,276.595,276.818,21,46.015
baum ld0 mobile (4),0.011,276.829,276.84,2,41.624
Combined_apartment1 (1),0.277,276.851,277.128,26,119.28
B18 1 (4),0.0,277.139,277.139,1,105.735
baum ld0(enhanced),0.0,277.15,277.15,1,54.194
streetLight2 (13),0.055,277.162,277.217,6,25.482
EU_TrafficLight_01,0.0,277.228,277.228,1,44.529
streetLight2 (13),0.0,277.24,277.24,1,25.416
EU_TrafficLight_01,0.011,277.251,277.262,2,44.484
streetLight2 (13),0.0,277.273,277.273,1,25.319
baum ld0(enhanced),0.0,277.284,277.284,1,55.38
EU_TrafficLight_01,0.022,277.295,277.317,3,44.303
streetLight2 (13),0.0,277.328,277.328,1,25.254
baum ld0(enhanced),0.0,277.339,277.339,1,55.226
EU_TrafficLight_01,0.012,277.35,277.362,2,44.285
streetLight2 (13),0.0,277.373,277.373,1,25.197
EU_TrafficLight_01,0.011,277.384,277.395,2,44.292
baum ld1(enhanced),0.1,277.406,277.506,10,70.76
baum ld0(enhanced),0.088,277.518,277.606,9,61.448
B18 1 (4),0.0,277.617,277.617,1,100.292
baum ld1(enhanced),0.0,277.628,277.628,1,69.289
EU_TrafficLight_01,0.0,277.639,277.639,1,43.823
baum ld0(enhanced),0.055,277.651,277.706,6,65.639
B18,0.022,277.717,277.739,3,93.878
streetLight2 (13),0.123,277.75,277.873,12,24.42
Juniper_Bush_01_Var5_baked_single (3),0.012,277.883,277.895,2,69.653
B18,0.0,277.906,277.906,1,91.858
Juniper_Bush_01_Var5_baked_single (3),0.022,277.917,277.939,3,69.423
B18,0.0,277.95,277.95,1,91.952
Juniper_Bush_01_Var5_baked_single (3),0.39,277.961,278.351,36,68.775
DmaterialC150,0.011,278.361,278.372,2,19.618
Terrain,0.255,278.384,278.639,24,15.216
streetLight2 (13),0.0,278.65,278.65,1,23.282
SingleZebraPrefab,0.0,278.661,278.661,1,46.489
New_NPC (40)(Clone),0.0,278.672,278.672,1,59.288
streetLight2 (9),0.078,278.683,278.761,8,58.659
B18 1,0.0,278.773,278.773,1,89.054
streetLight2 (9),0.012,278.783,278.795,2,58.643
B18 1,0.0,278.806,278.806,1,88.934
streetLight2 (9),0.111,278.817,278.928,11,58.4
B18,0.0,278.939,278.939,1,89.499
Juniper_Bush_01_Var5_baked_single (3),0.0,278.95,278.95,1,66.993
B18,0.0,278.961,278.961,1,90.3
Juniper_Bush_01_Var5_baked_single (3),0.0,278.972,278.972,1,67.568
B18,0.023,278.983,279.006,3,90.337
Juniper_Bush_01_Var5_baked_single (3),0.022,279.017,279.039,3,67.204
B18,0.0,279.051,279.051,1,90.184
Juniper_Bush_01_Var5_baked_single (3),0.133,279.061,279.194,13,67.248
streetLight2 (9),0.0,279.206,279.206,1,57.835
B18 1 (1),0.011,279.217,279.228,2,85.444
Trashcans_mesh (3),0.0,279.239,279.239,1,72.258
B18 1 (5),0.022,279.25,279.272,3,84.521
Trashcans_mesh (3),0.022,279.283,279.305,3,72.242
B18 1 (1),0.1,279.316,279.416,10,84.445
B18 1 (5),0.011,279.428,279.439,2,84.277
Trashcans_mesh (3),0.0,279.45,279.45,1,72.034
B18 1 (1),0.011,279.461,279.472,2,84.26
B18 1 (5),0.022,279.483,279.505,3,83.936
B18 1 (6),0.0,279.517,279.517,1,84.087
PlantPot_A (11),0.066,279.528,279.594,7,38.591
streetLight2 (41),0.011,279.606,279.617,2,29.063
PlantPot_A (11),0.011,279.628,279.639,2,38.624
streetLight2 (41),0.0,279.65,279.65,1,28.992
